id	source	sent1	image1	sent2	image2	sim
coco-61143	coco	A black cow standing on top of a grass covered field .	images/coco/COCO_train2014_000000429092.jpg	A dog standing on top of a grass covered field .	images/coco/COCO_train2014_000000383372.jpg	2.4
coco-61163	coco	A group of people crossing a street at a stop sign area .	images/coco/COCO_train2014_000000240648.jpg	A group of people gather together at a street corner .	images/coco/COCO_train2014_000000312861.jpg	2.8
coco-61184	coco	a man holding a carrot that is splits into two	images/coco/COCO_train2014_000000471936.jpg	A man holding a para sail chute across from a board .	images/coco/COCO_train2014_000000082495.jpg	0.8
coco-61223	coco	A bed covered in white blankets in front of a window .	images/coco/COCO_train2014_000000004189.jpg	A bed sitting in a bedroom next to a white wall .	images/coco/COCO_train2014_000000530248.jpg	2.8
coco-61225	coco	A white cutting board with diced and chopped vegetables including carrots and broccoli .	images/coco/COCO_train2014_000000242187.jpg	A plate of broccoli and potatoes covered in cheese .	images/coco/COCO_val2014_000000211498.jpg	1.6
coco-61235	coco	two people riding horses on a city street	images/coco/COCO_train2014_000000334758.jpg	A group of people riding on the back of a horse drawn carriage .	images/coco/COCO_val2014_000000569841.jpg	2.75
coco-61256	coco	A set of four train tacks next to a tall church .	images/coco/COCO_train2014_000000125262.jpg	A couple of large airplanes parked next to some buildings .	images/coco/COCO_val2014_000000331405.jpg	0.4
coco-61271	coco	The dog is perched on the seat of the car looking out the window	images/coco/COCO_val2014_000000126110.jpg	A little car that is sitting in the street .	images/coco/COCO_train2014_000000012109.jpg	1
coco-61292	coco	A train traveling on a track in a rural area .	images/coco/COCO_train2014_000000558303.jpg	A train that is on the tracks sitting in front of a bench .	images/coco/COCO_val2014_000000129135.jpg	1.8
coco-61304	coco	A woman and man are riding a horse-pulled carriage .	images/coco/COCO_val2014_000000158964.jpg	A man and woman sitting on chairs in a living area .	images/coco/COCO_train2014_000000347754.jpg	0.8
coco-61328	coco	A number of cattle standing together in a group outside .	images/coco/COCO_train2014_000000021206.jpg	A brown horse standing in a dirt field with a feed bag .	images/coco/COCO_val2014_000000070187.jpg	0.75
coco-61402	coco	A kitchen filled with appliances and lots of cupboard space .	images/coco/COCO_val2014_000000519649.jpg	A kitchen filled with lots of counter space and a refrigerator freezer .	images/coco/COCO_val2014_000000299776.jpg	4
coco-6141	coco	A group of young men standing on a sidewalk in front of a building .	images/coco/COCO_val2014_000000546229.jpg	A man sitting in front of a white laptop computer .	images/coco/COCO_val2014_000000013985.jpg	0
coco-61464	coco	A display of fresh fruits and vegetables on a clean table .	images/coco/COCO_train2014_000000420253.jpg	An assortment of fruit and vegetables on a display for sale .	images/coco/COCO_train2014_000000208712.jpg	3.4
coco-6159	coco	some people sitting on surfboards in the water as a big boat goes by in the back	images/coco/COCO_train2014_000000237091.jpg	A woman on a surfboard is paddling in the water .	images/coco/COCO_train2014_000000014835.jpg	3.2
coco-61603	coco	A group of babies cutting cakes on a dining table .	images/coco/COCO_train2014_000000478537.jpg	A cat on top of a rail next to a woman sitting at a table .	images/coco/COCO_train2014_000000016823.jpg	1
coco-61618	coco	A man and woman on cellphones while the man holds a camcorder with a binder open between them .	images/coco/COCO_train2014_000000126950.jpg	A cellphone and other device on a wooden surface .	images/coco/COCO_val2014_000000518908.jpg	1
coco-61622	coco	A herd of animals are grazing in a countryside .	images/coco/COCO_train2014_000000061830.jpg	A group of animals grazing in a field at sunset .	images/coco/COCO_train2014_000000369580.jpg	3.6
coco-6225	coco	people sitting down in front of a store	images/coco/COCO_train2014_000000446769.jpg	Young skateboarder going down a paved slope in front of onlookers .	images/coco/COCO_val2014_000000212739.jpg	0
coco-6327	coco	A man and a women walking and a man looking at a teddy bear .	images/coco/COCO_val2014_000000444343.jpg	A woman and man standing behind a counter with a teddy bear .	images/coco/COCO_val2014_000000516313.jpg	3
coco-636	coco	A herd of sheep standing on top of a dry grass field .	images/coco/COCO_train2014_000000116824.jpg	A cat and a sheep standing on the grass facing each other .	images/coco/COCO_train2014_000000553371.jpg	2.4
coco-6368	coco	A passenger train traveling down the tracks in a remote location .	images/coco/COCO_train2014_000000166421.jpg	A train and box car traveling down a field lined train track .	images/coco/COCO_val2014_000000492805.jpg	2.4
coco-6376	coco	A street is covered in signs for stores and parked cars .	images/coco/COCO_train2014_000000431921.jpg	A green and yellow motorcycle is parked in front of some stores .	images/coco/COCO_val2014_000000235517.jpg	0.8
coco-6437	coco	A group of people standing in the snow on their skis .	images/coco/COCO_train2014_000000085400.jpg	people standing at a donut shop with a big donut sign on the roof of it	images/coco/COCO_val2014_000000289400.jpg	1.4
coco-6492	coco	A man and woman standing together on skis in the snow .	images/coco/COCO_train2014_000000117250.jpg	A man standing in the snow while wearing skis .	images/coco/COCO_train2014_000000531236.jpg	3
coco-6503	coco	A group of white plates topped with piles of donuts .	images/coco/COCO_val2014_000000252711.jpg	A row of green donuts , a row of glazed donuts , and a row of chocolate donuts	images/coco/COCO_train2014_000000191283.jpg	3
coco-6593	coco	People are skiing on the fresh snow on the slope .	images/coco/COCO_val2014_000000538320.jpg	A person on a snowboard rides a conveyor belt up the slope .	images/coco/COCO_train2014_000000104931.jpg	2.2
coco-6631	coco	A tall bird swimming in water eating a fish .	images/coco/COCO_val2014_000000149909.jpg	A giraffe and a dinosaur eating from a tree .	images/coco/COCO_val2014_000000165543.jpg	0.8
coco-6716	coco	A bench sitting in a brick courtyard in front of a wall .	images/coco/COCO_val2014_000000156466.jpg	some snowboards sitting on the end of a snow ramp	images/coco/COCO_train2014_000000030492.jpg	0
coco-6782	coco	A white and brown cat is on a car hood .	images/coco/COCO_train2014_000000306630.jpg	a white dog a bottle and a brown floor	images/coco/COCO_train2014_000000424816.jpg	0
coco-6814	coco	Two cows on a hill above a valley and mountains on the other side .	images/coco/COCO_val2014_000000055694.jpg	Two cows on the other side of a barbed fence .	images/coco/COCO_train2014_000000142050.jpg	3
coco-6847	coco	A large refrigerator and freezer sits in the middle of a kitchen .	images/coco/COCO_val2014_000000267942.jpg	A homemade pizza dish sits on a cutting board .	images/coco/COCO_train2014_000000444744.jpg	0
coco-6858	coco	A group of people that are walking down by the ocean .	images/coco/COCO_val2014_000000162459.jpg	A group of people in a room playing video games	images/coco/COCO_train2014_000000071984.jpg	1
coco-6974	coco	A pizza sitting inside of a pizza box .	images/coco/COCO_train2014_000000335935.jpg	A man is eating a piece of pizza .	images/coco/COCO_train2014_000000281038.jpg	2.25
coco-7031	coco	A man riding a snowboard down a snow covered slope .	images/coco/COCO_train2014_000000435109.jpg	A man riding skis down a snow covered slope .	images/coco/COCO_train2014_000000165654.jpg	3
coco-7046	coco	A red fire hydrant sitting on the side of a road .	images/coco/COCO_train2014_000000500888.jpg	A red fire hydrant sitting on a patch of green grass .	images/coco/COCO_train2014_000000134188.jpg	4
coco-7107	coco	a bath room with a toilet a mirror and a sink	images/coco/COCO_val2014_000000434098.jpg	The bathroom is clean and crisp with a blue wall .	images/coco/COCO_val2014_000000138124.jpg	2.2
coco-7196	coco	A long train parked at a train station next to a wooded area .	images/coco/COCO_train2014_000000094625.jpg	A train moving from one track to another in a train station .	images/coco/COCO_train2014_000000553030.jpg	3.2
coco-7254	coco	A woman standing in a room with a Wii video game remote control in one hand and a television in front of her .	images/coco/COCO_val2014_000000217562.jpg	A group of teens sitting on a bench and another group standing .	images/coco/COCO_train2014_000000306353.jpg	0
coco-7257	coco	two toilets in a bathroom with no privacy walls	images/coco/COCO_train2014_000000051949.jpg	a bathroom with tolit and a mirror in it	images/coco/COCO_train2014_000000085610.jpg	2.5
coco-7456	coco	Two men with umbrellas approaching a building on the sidewalk .	images/coco/COCO_train2014_000000185663.jpg	Four men look on as the fifth man describes what is going on .	images/coco/COCO_train2014_000000410155.jpg	0.5
coco-7489	coco	A dog is sitting on the top of a green truck .	images/coco/COCO_train2014_000000332078.jpg	A dog is sitting in the driver 's seat of a truck .	images/coco/COCO_val2014_000000030657.jpg	2.5
coco-7516.1	coco	A tennis player swings low to hit the ball .	images/coco/COCO_train2014_000000247224.jpg	A baseball player that has just hit the ball .	images/coco/COCO_train2014_000000545919.jpg	1.8
coco-7516.2	coco	a young man does a trick on his skateboard	images/coco/COCO_train2014_000000460363.jpg	A man performing a grind on his skateboard .	images/coco/COCO_train2014_000000266769.jpg	4.25
coco-7543	coco	A man with a black top hat and suit is staring at the viewer .	images/coco/COCO_val2014_000000185850.jpg	a woman in a black top is playing a video game and two others	images/coco/COCO_train2014_000000307061.jpg	0.4
coco-7655	coco	A woman is laying on a bed in a hotel room .	images/coco/COCO_train2014_000000239119.jpg	A woman is working on a laptop computer in bed .	images/coco/COCO_val2014_000000168650.jpg	2.75
coco-7671	coco	a big cat laying on a little couch under a painting	images/coco/COCO_train2014_000000050912.jpg	a cat laying on a bed on the ground	images/coco/COCO_val2014_000000476664.jpg	2.8
coco-7681	coco	A herd of sheep standing on top of a field of grass .	images/coco/COCO_train2014_000000006488.jpg	A group of giraffe standing next to each other on a field .	images/coco/COCO_val2014_000000389721.jpg	2
coco-7719	coco	a white toilet in a bathroom with a checkers floor	images/coco/COCO_val2014_000000524637.jpg	A child and an adult in a room with a toilet .	images/coco/COCO_val2014_000000451412.jpg	1.8
coco-774	coco	a blonde cat is standing by a laptop	images/coco/COCO_val2014_000000090659.jpg	A orange cat is laying on a laptop in a bed .	images/coco/COCO_train2014_000000560685.jpg	3.2
coco-7820	coco	People at a dining table with bowls of food and drinks .	images/coco/COCO_val2014_000000253930.jpg	a person siting at a table with plates of food	images/coco/COCO_val2014_000000273086.jpg	3.5
coco-7830	coco	a group of people all sitting on the couch and doing things	images/coco/COCO_val2014_000000115870.jpg	A group of people walking a dog on a beach .	images/coco/COCO_train2014_000000275832.jpg	0.8
coco-7838	coco	snow surrounding a fire hydrant and a car parked close	images/coco/COCO_train2014_000000531657.jpg	a stop sign on a pole with snow on it	images/coco/COCO_train2014_000000192009.jpg	2
coco-7858	coco	A horse on a city street with people seated on a pavement	images/coco/COCO_train2014_000000415349.jpg	A man riding on the back of a brown horse .	images/coco/COCO_val2014_000000208031.jpg	1.8
coco-7866	coco	a living room with a table and a tv	images/coco/COCO_train2014_000000160259.jpg	A guy sitting at a dining table with some tasty looking food .	images/coco/COCO_val2014_000000380639.jpg	0.5
coco-7916	coco	A white refrigerator freezer sitting inside of a kitchen .	images/coco/COCO_train2014_000000342342.jpg	A man in a white shirt standing next to the open door of a black refrigerator	images/coco/COCO_train2014_000000328654.jpg	2.2
coco-7923	coco	A beautiful young woman in tight jeans holding a drink .	images/coco/COCO_train2014_000000277202.jpg	A young man walking across a beach with a child and a surfboard .	images/coco/COCO_val2014_000000159738.jpg	0
coco-8033	coco	Man in black shirt playing game with Nintendo Wii controller .	images/coco/COCO_train2014_000000144772.jpg	Two people in a living room playing a Nintendo Wii game .	images/coco/COCO_train2014_000000140954.jpg	3.4
coco-8109	coco	a woman smoking while talking on a cell phone	images/coco/COCO_val2014_000000154644.jpg	a woman with a skull tie on walking and drinking a water bottle	images/coco/COCO_train2014_000000166594.jpg	0.6
